date,state,organization,no_of_phase_one_awards,total_phase_one_obligation,no_of_phase_two_awards,total_phase_two_obligation,total_awards,total_obligation
2012,MN,Department of Energy,3,442311,1,1000000,4,1442311
2012,MO,Department of Energy,1,149886,0,0,1,149886
2012,MS,Department of Energy,1,150000,0,0,1,150000
2012,NH,Department of Energy,1,149961,2,1978577,3,2128538
2012,NJ,Department of Energy,9,1340376,1,1000000,10,2340376
2012,NM,Department of Energy,5,749833,4,3995196,9,4745029
2012,NY,Department of Energy,12,1689675,5,4698152,17,6387827
2012,OH,Department of Energy,17,2545457,6,6002376,23,8547833
2012,OK,Department of Energy,0,0,1,1000000,1,1000000
2012,OR,Department of Energy,8,1242330,4,4431145,12,5673475
2012,PA,Department of Energy,5,744154,3,2994826,8,3738980
2012,SC,Department of Energy,1,146091,1,999815,2,1145906
2012,TN,Department of Energy,4,577833,3,2999506,7,3577339
2012,TX,Department of Energy,7,1047900,4,3953347,11,5001247
2012,UT,Department of Energy,2,374987,2,2500000,4,2874987
2012,VA,Department of Energy,15,2126902,2,2000000,17,4126902
2012,VT,Department of Energy,1,148223,2,1501399,3,1649622
2012,WA,Department of Energy,9,1330819,6,5996656,15,7327475
2013,AL,Department of Energy,3,449961,0,0,3,449961
2013,AR,Department of Energy,2,299786,1,998578,3,1298364
2013,AZ,Department of Energy,5,743261,0,0,5,743261
2013,CA,Department of Energy,74,13908894,25,25079990,99,38988884
2013,CO,Department of Energy,31,4830129,7,7009695,38,11839824
2013,CT,Department of Energy,4,672660,4,4000000,8,4672660
2013,DE,Department of Energy,7,1124701,2,1979975,9,3104676
2013,FL,Department of Energy,7,1123403,2,1999581,9,3122984
2013,GA,Department of Energy,1,149996,1,980932,2,1130928
2013,IA,Department of Energy,1,149627,0,0,1,149627
2013,ID,Department of Energy,1,149977,0,0,1,149977
2013,IL,Department of Energy,9,1498893,5,5100156,14,6599049
2013,KS,Department of Energy,2,300000,0,0,2,300000
2013,KY,Department of Energy,3,1299999,0,0,3,1299999
2013,LA,Department of Energy,1,114559,0,0,1,114559
2013,MA,Department of Energy,33,5693053,13,13006667,46,18699720
2013,MD,Department of Energy,7,1048987,2,1999465,9,3048452
2013,ME,Department of Energy,0,0,1,1000000,1,1000000
2013,MI,Department of Energy,9,1348838,3,2999562,12,4348400
2013,MN,Department of Energy,1,149988,2,1988948,3,2138936
2013,MO,Department of Energy,1,225000,0,0,1,225000
2013,MS,Department of Energy,1,149944,0,0,1,149944
2013,MT,Department of Energy,1,150000,0,0,1,150000
2013,NC,Department of Energy,2,290183,0,0,2,290183
2013,NE,Department of Energy,1,150000,0,0,1,150000
2013,NH,Department of Energy,6,974870,0,0,6,974870
2013,NJ,Department of Energy,10,1573421,3,3006583,13,4580004
2013,NM,Department of Energy,8,1279556.56,2,1999454,10,3279010.56
2013,NV,Department of Energy,1,149391,0,0,1,149391
2013,NY,Department of Energy,11,3298951,10,10999519.84,21,14298470.84
2013,OH,Department of Energy,15,2253894,10,9925578,25,12179472
2013,OR,Department of Energy,5,754972,3,2901386,8,3656358
2013,PA,Department of Energy,4,671717,0,0,4,671717
2013,RI,Department of Energy,1,148733,0,0,1,148733
2013,SC,Department of Energy,0,0,1,983606,1,983606
2013,SD,Department of Energy,1,148889,0,0,1,148889
2013,TN,Department of Energy,4,748755,2,1999093,6,2747848
2013,TX,Department of Energy,18,3546614,3,2985918,21,6532532
2013,UT,Department of Energy,5,824961,1,1000000,6,1824961
2013,VA,Department of Energy,10,1573791,3,2999059,13,4572850
2013,VT,Department of Energy,2,299243,0,0,2,299243
2013,WA,Department of Energy,9,1413673,4,3993606,13,5407279
2013,WI,Department of Energy,4,602924,0,0,4,602924
2014,AL,Department of Energy,3,449456.1,1,1498846,4,1948302.1
2014,AR,Department of Energy,2,299948.42,1,999996.27,3,1299944.69
2014,AZ,Department of Energy,5,823578.99,4,3992466.86,9,4816045.85
2014,CA,Department of Energy,55,8807754.57,35,35192548.45,90,44000303.02
2014,CO,Department of Energy,18,2767124.22,15,14095143.72,33,16862267.94
2014,CT,Department of Energy,4,535835.94,2,1999716.3,6,2535552.24
2014,DE,Department of Energy,3,525000,2,1997925,5,2522925
2014,FL,Department of Energy,4,670366,4,3492149.65,8,4162515.65
2014,GA,Department of Energy,1,150000,0,0,1,150000
2014,IA,Department of Energy,1,149868,1,1000000,2,1149868
2014,IL,Department of Energy,12,1799209.75,6,6759631.19,18,8558840.94
2014,IN,Department of Energy,1,149882,0,0,1,149882
2014,KS,Department of Energy,0,0,2,1974347.76,2,1974347.76
2014,KY,Department of Energy,0,0,2,1999971,2,1999971
2014,MA,Department of Energy,35,5700596.8,13,14757800.21,48,20458397.01
2014,MD,Department of Energy,5,824988.75,2,1489110,7,2314098.75
2014,MI,Department of Energy,13,2099867.68,5,4494822,18,6594689.68
2014,MN,Department of Energy,1,149888.17,1,999810.2,2,1149698.37
2014,MO,Department of Energy,2,299924,0,0,2,299924
2014,MT,Department of Energy,3,524852.8,1,1000000,4,1524852.8
2014,NC,Department of Energy,4,675000,3,3999992.67,7,4674992.67
2014,NE,Department of Energy,0,0,1,999995,1,999995
2014,NH,Department of Energy,2,374211,2,2499878.92,4,2874089.92
2014,NJ,Department of Energy,5,747478.6,5,4991410.18,10,5738888.78
2014,NM,Department of Energy,8,1326199.34,5,5965484.55,13,7291683.89
2014,NY,Department of Energy,14,2087725.54,11,9635185.47,25,11722911.01
2014,OH,Department of Energy,13,2024318.69,6,5345059,19,7369377.69
2014,OK,Department of Energy,1,150000,1,1000000,2,1150000
2014,OR,Department of Energy,1,150000,3,2998970.04,4,3148970.04
2014,PA,Department of Energy,5,843008.99,0,0,5,843008.99
2014,RI,Department of Energy,1,149910,0,0,1,149910
2014,SC,Department of Energy,1,150000,0,0,1,150000
2014,SD,Department of Energy,1,149644,0,0,1,149644
2014,TN,Department of Energy,3,449953.66,4,4973112.35,7,5423066.01
2014,TX,Department of Energy,8,1197591,7,6884425.6,15,8082016.6
2014,UT,Department of Energy,2,371297.03,2,1999997.65,4,2371294.68
2014,VA,Department of Energy,5,749983,4,3999293.69,9,4749276.69
2014,VT,Department of Energy,0,0,1,904117.19,1,904117.19
2014,WA,Department of Energy,6,973301.39,5,5468641.8,11,6441943.19
2014,WI,Department of Energy,1,154494,2,1850669.21,3,2005163.21
2015,AL,Department of Energy,2,304832,2,1998910.79,4,2303742.79
2015,AR,Department of Energy,2,296481,1,999994,3,1296475
2015,AZ,Department of Energy,6,973710,1,994058.29,7,1967768.29
2015,CA,Department of Energy,49,8204712.78,30,30676995.07,79,38881707.85
2015,CO,Department of Energy,26,4204227,15,15444702.09,41,19648929.09
2015,CT,Department of Energy,5,748448,4,3008986.82,9,3757434.82
2015,DE,Department of Energy,4,590413,0,0,4,590413
2015,FL,Department of Energy,7,1045009,2,2489307,9,3534316
2015,GA,Department of Energy,5,749256,0,250000,5,999256
2015,ID,Department of Energy,3,428700,0,0,3,428700
2015,IL,Department of Energy,11,1648914,9,8733402,20,10382316
2015,IN,Department of Energy,0,0,1,999999,1,999999
2015,KS,Department of Energy,1,149975,0,0,1,149975
2015,KY,Department of Energy,2,295891,0,0,2,295891
2015,MA,Department of Energy,29,4500833.3,25,26842193.74,54,31343027.04
2015,MD,Department of Energy,7,1051978,2,2000000,9,3051978
2015,MI,Department of Energy,8,1197148,11,11994640,19,13191788
2015,MN,Department of Energy,3,524311,0,0,3,524311
2015,MO,Department of Energy,1,149500,1,999867,2,1149367
2015,MT,Department of Energy,1,220678,2,2499442,3,2720120
2015,NC,Department of Energy,7,1123603.8,4,3528436,11,4652039.8
2015,NH,Department of Energy,3,448612,3,3491264,6,3939876
2015,NJ,Department of Energy,9,1348109,3,2905031,12,4253140
2015,NM,Department of Energy,3,455000,2,2889944.25,5,3344944.25
2015,NV,Department of Energy,1,131647,0,0,1,131647
2015,NY,Department of Energy,20,3102235.78,11,11224713.11,31,14326948.89
2015,OH,Department of Energy,18,2776701.69,7,7351163.23,25,10127864.92
2015,OK,Department of Energy,2,358467,1,999995.36,3,1358462.36
2015,OR,Department of Energy,2,300000,3,3103728.54,5,3403728.54
2015,PA,Department of Energy,7,1054925,6,6734526.83,13,7789451.83
2015,RI,Department of Energy,0,0,1,999121,1,999121
2015,SC,Department of Energy,1,155000,2,1999994,3,2154994
2015,SD,Department of Energy,1,149984,1,999790,2,1149774
2015,TN,Department of Energy,3,450000,3,2999599,6,3449599
2015,TX,Department of Energy,10,1649182,4,3999511.4,14,5648693.4
2015,UT,Department of Energy,8,1199693,1,1499916.54,9,2699609.54
2015,VA,Department of Energy,15,2254273,2,2009700.99,17,4263973.99
2015,WA,Department of Energy,8,1345066.62,6,5871838.35,14,7216904.97
2015,WI,Department of Energy,2,371456,0,0,2,371456
2015,WY,Department of Energy,1,150000,0,0,1,150000
2016,AL,Department of Energy,2,299862.99,0,0,2,299862.99
2016,AZ,Department of Energy,7,1046951.62,2,2004257,9,3051208.62
2016,CA,Department of Energy,66,10297479.37,33,35125813.12,99,45423292.48999999
2016,CO,Department of Energy,35,5452014.69,11,12497619.59,46,17949634.28
2016,CT,Department of Energy,11,1739092.34,5,5008922.7,16,6748015.04
2016,DE,Department of Energy,2,299124.63,2,2007652,4,2306776.63
2016,FL,Department of Energy,9,1348566.4,3,2750539.66,12,4099106.06
2016,GA,Department of Energy,3,449846.84,2,1999549.84,5,2449396.68
2016,HI,Department of Energy,1,150000,0,0,1,150000
2016,IA,Department of Energy,1,150000,0,0,1,150000
2016,ID,Department of Energy,1,150000,1,846158.56,2,996158.56
2016,IL,Department of Energy,12,1814205.5,9,9008349,21,10822554.5
2016,IN,Department of Energy,1,150000,0,0,1,150000
2016,KY,Department of Energy,2,299999,2,2000000,4,2299999
2016,LA,Department of Energy,1,150000,0,0,1,150000
2016,MA,Department of Energy,38,6061790.96,14,15042045.32,52,21103836.28
2016,MD,Department of Energy,6,898976.13,5,5009241.64,11,5908217.77
2016,ME,Department of Energy,2,296650,0,0,2,296650
2016,MI,Department of Energy,7,1199737,2,1964009.86,9,3163746.86
2016,MN,Department of Energy,6,899078.84,1,1000000,7,1899078.84
2016,MO,Department of Energy,2,300000,1,997000,3,1297000
2016,MT,Department of Energy,1,205523,1,1198387,2,1403910
2016,NC,Department of Energy,3,454682,3,2956753.69,6,3411435.69
2016,ND,Department of Energy,1,148394,0,0,1,148394
2016,NH,Department of Energy,4,599854,3,2999705,7,3599559
2016,NJ,Department of Energy,14,2128865.12,6,6008358,20,8137223.12
2016,NM,Department of Energy,7,1270303.42,6,5815000,13,7085303.42
2016,NV,Department of Energy,1,149443.34,2,1997701.34,3,2147144.68
2016,NY,Department of Energy,16,2469538.92,8,7987470.14,24,10457009.06
2016,OH,Department of Energy,16,2393495.33,13,13505537.6,29,15899032.93
2016,OK,Department of Energy,2,374853,1,999998.43,3,1374851.43
2016,OR,Department of Energy,4,587182.75,1,999999.89,5,1587182.64
2016,PA,Department of Energy,7,1048183.62,4,3998287.15,11,5046470.77
2016,RI,Department of Energy,1,224733,0,0,1,224733
2016,SC,Department of Energy,0,0,1,999998.63,1,999998.63
2016,TN,Department of Energy,2,300000,1,1000000,3,1300000
2016,TX,Department of Energy,14,2114332.59,3,2999866.31,17,5114198.9
2016,UT,Department of Energy,3,449999.23,5,5498795,8,5948794.23
2016,VA,Department of Energy,9,1420456.92,11,11038295.9,20,12458752.82
2016,VT,Department of Energy,3,524281.85,0,0,3,524281.85
2016,WA,Department of Energy,5,745688.1,8,8498955.03,13,9244643.129999999
2016,WI,Department of Energy,1,150000,0,0,1,150000
2016,WY,Department of Energy,1,224919,0,0,1,224919
2017,AL,Department of Energy,2,304993,2,1999886,4,2304879
2017,AR,Department of Energy,3,464117.89,0,0,3,464117.89
2017,AZ,Department of Energy,6,921316.64,5,5009783,11,5931099.64
2017,CA,Department of Energy,72,12306992.12,38,38800916.69,110,51107908.80999999
2017,CO,Department of Energy,23,3880744.07,18,18539429.87,41,22420173.94
2017,CT,Department of Energy,2,304912,4,4029599.58,6,4334511.58
2017,DE,Department of Energy,2,306037,3,2967133.75,5,3273170.75
2017,FL,Department of Energy,8,1204997.39,6,6007855.44,14,7212852.83
2017,GA,Department of Energy,2,384684,1,998802,3,1383486
2017,HI,Department of Energy,4,683797.51,1,1009983,5,1693780.51
2017,IA,Department of Energy,0,0,1,1000000,1,1000000
2017,IL,Department of Energy,13,2292161.22,5,4412863.31,18,6705024.529999999
2017,IN,Department of Energy,1,149975.81,0,0,1,149975.81
2017,KS,Department of Energy,2,303151,0,0,2,303151
2017,KY,Department of Energy,4,692767,1,999999,5,1692766
2017,LA,Department of Energy,1,150000,0,0,1,150000
2017,MA,Department of Energy,33,5369174.44,20,21504725.19,53,26873899.63
2017,MD,Department of Energy,7,1231497.57,5,4999061,12,6230558.57
2017,ME,Department of Energy,0,0,1,986802,1,986802
2017,MI,Department of Energy,6,1139443,3,3000000,9,4139443
2017,MN,Department of Energy,3,449174,2,1984424,5,2433598
2017,MO,Department of Energy,0,0,2,2000000,2,2000000
2017,MT,Department of Energy,2,299081,1,1000000,3,1299081
2017,NC,Department of Energy,1,154838,2,1960102,3,2114940
2017,ND,Department of Energy,1,154590,0,0,1,154590
2017,NH,Department of Energy,2,299973,3,2999897,5,3299870
2017,NJ,Department of Energy,7,1289100.99,8,8000551,15,9289651.99
2017,NM,Department of Energy,11,1818460.42,5,5672476.26,16,7490936.68
2017,NV,Department of Energy,4,597201,0,0,4,597201
2017,NY,Department of Energy,20,3636422.5,14,13298352.51,34,16934775.01
2017,OH,Department of Energy,25,3878598.74,7,7009510.97,32,10888109.71
2017,OK,Department of Energy,4,818136,1,1499999,5,2318135
2017,OR,Department of Energy,2,373999,1,999995.99,3,1373994.99
2017,PA,Department of Energy,8,1244055,5,4995529,13,6239584
2017,RI,Department of Energy,1,149155,1,1489136,2,1638291
2017,SC,Department of Energy,2,305592,1,1000000,3,1305592
2017,SD,Department of Energy,2,294731,0,0,2,294731
2017,TN,Department of Energy,4,604878.72,3,2949358,7,3554236.72
2017,TX,Department of Energy,9,1396882,5,4461137.02,14,5858019.02
2017,UT,Department of Energy,11,2040840.8,4,4295428.15,15,6336268.95
2017,VA,Department of Energy,18,2857967.46,5,5451421.24,23,8309388.7
2017,VT,Department of Energy,2,299923,1,999590,3,1299513
2017,WA,Department of Energy,8,1355259.08,6,6070419.6,14,7425678.68
2017,WI,Department of Energy,3,455000,0,0,3,455000
2017,WY,Department of Energy,1,229765,1,1423191,2,1652956
2018,AL,Department of Energy,3,521120.17,2,1999999,5,2521119.17
2018,AR,Department of Energy,1,150000,1,1009584,2,1159584
2018,AZ,Department of Energy,8,1507947.53,4,4021412,12,5529359.53
2018,CA,Department of Energy,81,13518153.21,40,43015431.39,121,56533584.6
2018,CO,Department of Energy,30,4845902.75,16,15993866,46,20839768.75
2018,CT,Department of Energy,9,1351867,4,3986919,13,5338786
2018,DE,Department of Energy,6,901300,2,1997256,8,2898556
2018,FL,Department of Energy,10,1609927.96,5,4996669,15,6606596.96
2018,GA,Department of Energy,1,149953,1,967487,2,1117440
2018,HI,Department of Energy,4,674999,3,3509838,7,4184837
2018,IA,Department of Energy,3,446148.73,0,0,3,446148.73
2018,ID,Department of Energy,1,149980.59,0,0,1,149980.59
2018,IL,Department of Energy,17,2625177.92,6,10512981,23,13138158.92
2018,IN,Department of Energy,2,298294.08,0,0,2,298294.08
2018,KS,Department of Energy,2,374048,0,0,2,374048
2018,KY,Department of Energy,6,974037,2,1948839,8,2922876
2018,LA,Department of Energy,1,149800,0,0,1,149800
2018,MA,Department of Energy,33,5557418.02,19,20157127.82,52,25714545.84
2018,MD,Department of Energy,11,1866642,5,4354340.26,16,6220982.26
2018,ME,Department of Energy,1,149952.4,0,0,1,149952.4
2018,MI,Department of Energy,6,895571,5,5799293,11,6694864
2018,MN,Department of Energy,5,744820.17,0,0,5,744820.17
2018,MO,Department of Energy,3,449736,0,0,3,449736
2018,MT,Department of Energy,3,449506.21,1,1000000,4,1449506.21
2018,NC,Department of Energy,6,974131.3,1,999928,7,1974059.3
2018,NH,Department of Energy,3,524987,0,0,3,524987
2018,NJ,Department of Energy,10,1555483.57,3,3499999,13,5055482.57
2018,NM,Department of Energy,5,749999,5,5727424,10,6477423
2018,NV,Department of Energy,1,224838,1,999976,2,1224814
2018,NY,Department of Energy,26,4545717.72,13,17351173,39,21896890.72
2018,OH,Department of Energy,25,3992184.94,13,13147174,38,17139358.94
2018,OK,Department of Energy,0,0,2,2499997,2,2499997
2018,OR,Department of Energy,3,449998.03,1,999024,4,1449022.03
2018,PA,Department of Energy,14,2222996.65,5,5009647,19,7232643.65
2018,RI,Department of Energy,3,449787,0,0,3,449787
2018,SC,Department of Energy,3,449918.24,0,0,3,449918.24
2018,SD,Department of Energy,1,149642,1,999990,2,1149632
2018,TN,Department of Energy,5,749449.73,4,3999602,9,4749051.73
2018,TX,Department of Energy,12,1946459.5,5,5109621,17,7056080.5
2018,UT,Department of Energy,6,966820.74,5,6792430,11,7759250.74
2018,VA,Department of Energy,18,2846536.78,10,10519183,28,13365719.78
2018,VT,Department of Energy,0,0,2,1998686,2,1998686
2018,WA,Department of Energy,10,1488770.98,4,4516760,14,6005530.98
2018,WI,Department of Energy,4,1151727.55,3,2260050.86,7,3411778.41
2018,WV,Department of Energy,1,225000,0,0,1,225000
2018,WY,Department of Energy,3,449573,0,0,3,449573
2019,AK,Department of Energy,1,200000,0,0,1,200000
2019,AL,Department of Energy,4,1244700,1,1494282,5,2738982
2019,AR,Department of Energy,1,409804,0,0,1,409804
2019,AZ,Department of Energy,8,2531558.99,1,1047776,9,3579334.99
2019,CA,Department of Energy,80,22383913.6,41,45856969,121,68240882.6
2019,CO,Department of Energy,34,9844776.92,20,21598020,54,31442796.92
2019,CT,Department of Energy,7,1875466,2,4093519,9,5968985
2019,DC,Department of Energy,1,400000,0,0,1,400000
2019,DE,Department of Energy,6,1450150,2,1971241,8,3421391
2019,FL,Department of Energy,2,599976,6,8245222,8,8845198
2019,GA,Department of Energy,6,2053280.69,0,0,6,2053280.69
2019,HI,Department of Energy,4,862071.45,1,2999998,5,3862069.45
2019,IL,Department of Energy,23,5911572.82,10,10609841,33,16521413.82
2019,IN,Department of Energy,1,396888,0,0,1,396888
2019,KS,Department of Energy,2,549803,0,0,2,549803
